timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1730397978383,1756,Login Request,200,OK,Thread Group 1-83,text,true,,625,259,188,188,http://gryffindor.hogwarts.A49.com/php/login,1725,0,687
1730397978632,1530,Login Request,200,OK,Thread Group 1-15,text,true,,621,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,1464,0,705
1730397978584,1578,Login Request,200,OK,Thread Group 1-106,text,true,,620,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,1543,0,474
1730397978207,1955,Login Request,200,OK,Thread Group 1-39,text,true,,621,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,1888,0,1118
1730397978267,1895,Login Request,200,OK,Thread Group 1-41,text,true,,625,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,1827,0,778
1730397978492,1671,Login Request,200,OK,Thread Group 1-20,text,true,,620,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,1607,0,709
1730397978862,1303,Login Request,200,OK,Thread Group 1-141,text,true,,621,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,1229,0,169
1730397978223,1942,Login Request,200,OK,Thread Group 1-75,text,true,,620,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,1867,0,978
1730397979766,399,Login Request,200,OK,Thread Group 1-180,text,true,,620,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,326,0,40
1730397978955,1209,Login Request,200,OK,Thread Group 1-150,text,true,,620,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,1136,0,71
1730397978692,1472,Login Request,200,OK,Thread Group 1-117,text,true,,620,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,1399,0,575
1730397978210,1954,Login Request,200,OK,Thread Group 1-23,text,true,,620,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,1883,0,1114
1730397979755,408,Login Request,200,OK,Thread Group 1-175,text,true,,620,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,337,0,12
1730397978246,1917,Login Request,200,OK,Thread Group 1-79,text,true,,620,259,191,191,http://gryffindor.hogwarts.A49.com/php/login,1847,0,784
